movie_id,title,director,top_cast
585,"Monsters, Inc.",Pete Docter,John Goodman Billy Crystal Mary Gibbs Steve Buscemi James Coburn
76170,The Wolverine,James Mangold,Hugh Jackman Hiroyuki Sanada Famke Janssen Will Yun Lee Tao Okamoto
1893,Star Wars: Episode I - The Phantom Menace,George Lucas,Liam Neeson Ewan McGregor Natalie Portman Jake Lloyd Ian McDiarmid
49519,The Croods,Chris Sanders,Nicolas Cage Emma Stone Ryan Reynolds Catherine Keener Cloris Leachman
2395,Asterix at the Olympic Games,Thomas Langmann,Clovis Cornillac Gérard Depardieu Franck Dubosc José Garcia Stéphane Rousseau
12100,Windtalkers,John Woo,Nicolas Cage Adam Beach Peter Stormare Noah Emmerich Mark Ruffalo
290595,The Huntsman: Winter's War,Cedric Nicolas-Troyan,Chris Hemsworth Charlize Theron Emily Blunt Jessica Chastain Nick Frost
98566,Teenage Mutant Ninja Turtles,Jonathan Liebesman,Megan Fox Will Arnett William Fichtner Alan Ritchson Noel Fisher
49047,Gravity,Alfonso Cuarón,Sandra Bullock George Clooney Ed Harris Orto Ignatiussen Phaldut Sharma
9619,Dante's Peak,Roger Donaldson,Pierce Brosnan Linda Hamilton Jamie Renée Smith Jeremy Foley Elizabeth Hoffman
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,Megan Fox Stephen Amell Will Arnett Laura Linney Pete Ploszek
166424,Fantastic Four,Josh Trank,Miles Teller Kate Mara Michael B. Jordan Jamie Bell Toby Kebbell
1593,Night at the Museum,Shawn Levy,Ben Stiller Jake Cherry Carla Gugino Robin Williams Dick Van Dyke
254128,San Andreas,Brad Peyton,Dwayne Johnson Alexandra Daddario Carla Gugino Ioan Gruffudd Archie Panjabi
714,Tomorrow Never Dies,Roger Spottiswoode,Pierce Brosnan Jonathan Pryce Michelle Yeoh Teri Hatcher Ricky Jay
2024,The Patriot,Roland Emmerich,Mel Gibson Heath Ledger Joely Richardson Jason Isaacs Tchéky Karyo
163,Ocean's Twelve,Steven Soderbergh,George Clooney Brad Pitt Catherine Zeta-Jones Julia Roberts Andy García
787,Mr. & Mrs. Smith,Doug Liman,Angelina Jolie Brad Pitt Vince Vaughn Adam Brody Kerry Washington
262500,Insurgent,Robert Schwentke,Shailene Woodley Theo James Kate Winslet Ansel Elgort Miles Teller
2567,The Aviator,Martin Scorsese,Leonardo DiCaprio Cate Blanchett Kate Beckinsale John C. Reilly Alec Baldwin
38745,Gulliver's Travels,Rob Letterman,Jack Black Amanda Peet Emily Blunt Jason Segel Chris O'Dowd
40805,The Green Hornet,Michel Gondry,Seth Rogen Jay Chou Christoph Waltz Cameron Diaz Edward Furlong
53182,300: Rise of an Empire,Noam Murro,Sullivan Stapleton Eva Green Lena Headey Callan Mulvey David Wenham
41513,The Smurfs,Raja Gosnell,Hank Azaria Neil Patrick Harris Jayma Mays Sofía Vergara Tim Gunn
13700,Home on the Range,Will Finn,Roseanne Barr Judi Dench Jennifer Tilly Steve Buscemi G. W. Bailey
262504,Allegiant,Robert Schwentke,Shailene Woodley Theo James Zoë Kravitz Miles Teller Naomi Watts
39254,Real Steel,Shawn Levy,Hugh Jackman Dakota Goyo Evangeline Lilly Anthony Mackie Kevin Durand
77931,The Smurfs 2,Raja Gosnell,Hank Azaria Neil Patrick Harris Brendan Gleeson Jayma Mays Jonathan Winters
1639,Speed 2: Cruise Control,Jan de Bont,Sandra Bullock Jason Patric Willem Dafoe Temuera Morrison Mike Hagerty
80274,Ender's Game,Gavin Hood,Asa Butterfield Harrison Ford Hailee Steinfeld Abigail Breslin Ben Kingsley
1571,Live Free or Die Hard,Len Wiseman,Bruce Willis Justin Long Timothy Olyphant Cliff Curtis Maggie Q
120,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Elijah Wood Ian McKellen Cate Blanchett Orlando Bloom Sean Bean
10204,Around the World in 80 Days,Frank Coraci,Jackie Chan Steve Coogan Cécile de France Robert Fyfe Jim Broadbent
8489,Ali,Michael Mann,Will Smith Jamie Foxx Jon Voight Mario Van Peebles Ron Silver
10588,The Cat in the Hat,Bo Welch,Mike Myers Dakota Fanning Spencer Breslin Kelly Preston Alec Baldwin
2048,"I, Robot",Alex Proyas,Will Smith Bridget Moynahan Alan Tudyk James Cromwell Bruce Greenwood
1495,Kingdom of Heaven,Ridley Scott,Orlando Bloom Eva Green Jeremy Irons Marton Csokas Brendan Gleeson
10137,Stuart Little,Rob Minkoff,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Nathan Lane
10198,The Princess and the Frog,Ron Clements,Anika Noni Rose Bruno Campos Keith David Michael-Leon Wooley Jennifer Cody
286217,The Martian,Ridley Scott,Matt Damon Jessica Chastain Kristen Wiig Jeff Daniels Michael Peña
1635,The Island,Michael Bay,Ewan McGregor Scarlett Johansson Djimon Hounsou Sean Bean Steve Buscemi
24113,Town & Country,Peter Chelsom,Warren Beatty Diane Keaton Goldie Hawn Garry Shandling Andie MacDowell
9679,Gone in Sixty Seconds,Dominic Sena,Nicolas Cage Angelina Jolie Giovanni Ribisi Delroy Lindo Will Patton
98,Gladiator,Ridley Scott,Russell Crowe Joaquin Phoenix Connie Nielsen Oliver Reed Richard Harris
180,Minority Report,Steven Spielberg,Tom Cruise Colin Farrell Samantha Morton Max von Sydow Lois Smith
672,Harry Potter and the Chamber of Secrets,Chris Columbus,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Alan Rickman
36557,Casino Royale,Martin Campbell,Daniel Craig Eva Green Mads Mikkelsen Judi Dench Jeffrey Wright
869,Planet of the Apes,Tim Burton,Mark Wahlberg Tim Roth Helena Bonham Carter Michael Clarke Duncan Kris Kristofferson
280,Terminator 2: Judgment Day,James Cameron,Arnold Schwarzenegger Linda Hamilton Robert Patrick Edward Furlong Michael Edwards
11322,Public Enemies,Michael Mann,Christian Bale Johnny Depp Giovanni Ribisi Billy Crudup Marion Cotillard
4982,American Gangster,Ridley Scott,Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin Lymari Nadal
36955,True Lies,James Cameron,Arnold Schwarzenegger Jamie Lee Curtis Tom Arnold Bill Paxton Tia Carrere
18487,The Taking of Pelham 1 2 3,Tony Scott,Denzel Washington John Travolta Luis Guzmán Victor Gojcaj John Turturro
39451,Little Fockers,Paul Weitz,Robert De Niro Ben Stiller Owen Wilson Dustin Hoffman Barbra Streisand
27581,The Other Guys,Adam McKay,Will Ferrell Mark Wahlberg Eva Mendes Samuel L. Jackson Dwayne Johnson
9268,Eraser,Chuck Russell,Arnold Schwarzenegger James Caan Vanessa Williams James Coburn Robert Pastorelli
68718,Django Unchained,Quentin Tarantino,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington Samuel L. Jackson
10545,The Hunchback of Notre Dame,Gary Trousdale,Tom Hulce Demi Moore Tony Jay Kevin Kline Paul Kandel
11688,The Emperor's New Groove,Mark Dindal,David Spade John Goodman Eartha Kitt Patrick Warburton Wendie Malick
76163,The Expendables 2,Simon West,Sylvester Stallone Jason Statham Dolph Lundgren Bruce Willis Arnold Schwarzenegger
2059,National Treasure,Jon Turteltaub,Nicolas Cage Diane Kruger Justin Bartha Sean Bean Jon Voight
2486,Eragon,Stefen Fangmeier,Ed Speleers Jeremy Irons Sienna Guillory Robert Carlyle Djimon Hounsou
16523,Where the Wild Things Are,Spike Jonze,Max Records Catherine Keener Lauren Ambrose James Gandolfini Catherine O'Hara
116711,Epic,Chris Wedge,Josh Hutcherson Amanda Seyfried Colin Farrell Jason Sudeikis Aziz Ansari
37710,The Tourist,Florian Henckel von Donnersmarck,Johnny Depp Angelina Jolie Paul Bettany Timothy Dalton Steven Berkoff
9946,End of Days,Peter Hyams,Arnold Schwarzenegger Gabriel Byrne Kevin Pollak Robin Tunney CCH Pounder
1372,Blood Diamond,Edward Zwick,Leonardo DiCaprio Djimon Hounsou Jennifer Connelly Kagiso Kuypers Arnold Vosloo
106646,The Wolf of Wall Street,Martin Scorsese,Leonardo DiCaprio Jonah Hill Margot Robbie Kyle Chandler Rob Reiner
414,Batman Forever,Joel Schumacher,Val Kilmer Tommy Lee Jones Jim Carrey Nicole Kidman Chris O'Donnell
563,Starship Troopers,Paul Verhoeven,Casper Van Dien Dina Meyer Denise Richards Jake Busey Neil Patrick Harris
83542,Cloud Atlas,Tom Tykwer,Tom Hanks Halle Berry Jim Broadbent Hugo Weaving Jim Sturgess
41216,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Emily Barclay Abbie Cornish Essie Davis Joel Edgerton Deborra-Lee Furness
314,Catwoman,Pitof,Halle Berry Benjamin Bratt Sharon Stone Lambert Wilson Frances Conroy
184315,Hercules,Brett Ratner,Dwayne Johnson Ian McShane John Hurt Rufus Sewell Aksel Hennie
9016,Treasure Planet,Ron Clements,Joseph Gordon-Levitt Brian Murray David Hyde Pierce Emma Thompson Michael Wincott
18162,Land of the Lost,Brad Silberling,Will Ferrell Anna Friel Danny McBride Jorma Taccone Matt Lauer
138103,The Expendables 3,Patrick Hughes,Sylvester Stallone Jason Statham Harrison Ford Arnold Schwarzenegger Mel Gibson
257088,Point Break,Ericson Core,Edgar Ramírez Luke Bracey Teresa Palmer Delroy Lindo Ray Winstone
10214,Son of the Mask,Lawrence Guterman,Jamie Kennedy Alan Cumming Traylor Howard Kal Penn Steven Wright
205775,In the Heart of the Sea,Ron Howard,Chris Hemsworth Benjamin Walker Cillian Murphy Brendan Gleeson Ben Whishaw
11692,The Adventures of Pluto Nash,Ron Underwood,Eddie Murphy Randy Quaid Rosario Dawson Joe Pantoliano Jay Mohr
22972,Green Zone,Paul Greengrass,Matt Damon Greg Kinnear Brendan Gleeson Amy Ryan Jason Isaacs
227973,The Peanuts Movie,Steve Martino,Noah Schnapp Bill Melendez Venus Schultheis Hadley Belle Miller Madisyn Shipman
29193,The Spanish Prisoner,David Mamet,Steve Martin Campbell Scott Ben Gazzara Rebecca Pidgeon Ricky Jay
1734,The Mummy Returns,Stephen Sommers,Brendan Fraser Rachel Weisz John Hannah Arnold Vosloo Oded Fehr
3131,Gangs of New York,Martin Scorsese,Leonardo DiCaprio Daniel Day-Lewis Cameron Diaz Liam Neeson Brendan Gleeson
76758,The Flowers of War,Zhang Yimou,Christian Bale Ni Ni Tong Dawei Zhang Xinyi Shigeo Kobayashi
9408,Surf's Up,Ash Brannon,Shia LaBeouf Jeff Bridges Zooey Deschanel Jon Heder James Woods
9890,The Stepford Wives,Frank Oz,Nicole Kidman Matthew Broderick Bette Midler Glenn Close Christopher Walken
855,Black Hawk Down,Ridley Scott,Josh Hartnett Ewan McGregor Jason Isaacs Tom Sizemore William Fichtner
77953,The Campaign,Jay Roach,Will Ferrell Zach Galifianakis Dylan McDermott Jason Sudeikis Sarah Baker
18,The Fifth Element,Luc Besson,Bruce Willis Gary Oldman Ian Holm Milla Jovovich Chris Tucker
37786,Sex and the City 2,Michael Patrick King,Sarah Jessica Parker Kristin Davis Cynthia Nixon Kim Cattrall Chris Noth
10501,The Road to El Dorado,Don Michael Paul,Kenneth Branagh Kevin Kline Rosie Perez Armand Assante Edward James Olmos
57800,Ice Age: Continental Drift,Steve Martino,John Leguizamo Ray Romano Chris Wedge Denis Leary Seann William Scott
150689,Cinderella,Kenneth Branagh,Lily James Cate Blanchett Richard Madden Helena Bonham Carter Stellan Skarsgård
7980,The Lovely Bones,Peter Jackson,Rachel Weisz Mark Wahlberg Susan Sarandon Saoirse Ronan Stanley Tucci
12,Finding Nemo,Andrew Stanton,Albert Brooks Ellen DeGeneres Alexander Gould Willem Dafoe Brad Garrett
122,The Lord of the Rings: The Return of the King,Peter Jackson,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom
121,The Lord of the Rings: The Two Towers,Peter Jackson,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom
68737,Seventh Son,Sergei Bodrov,Jeff Bridges Julianne Moore Ben Barnes Alicia Vikander Kit Harington
1995,Lara Croft: Tomb Raider,Simon West,Angelina Jolie Jon Voight Iain Glen Noah Taylor Daniel Craig
157353,Transcendence,Wally Pfister,Johnny Depp Paul Bettany Rebecca Hall Kate Mara Morgan Freeman
331,Jurassic Park III,Joe Johnston,Sam Neill William H. Macy Téa Leoni Trevor Morgan Alessandro Nivola
61791,Rise of the Planet of the Apes,Rupert Wyatt,James Franco Freida Pinto John Lithgow Brian Cox Tom Felton
8204,The Spiderwick Chronicles,Mark Waters,Freddie Highmore Mary-Louise Parker Nick Nolte Sarah Bolger Andrew McCarthy
47964,A Good Day to Die Hard,John Moore,Bruce Willis Jai Courtney Sebastian Koch Mary Elizabeth Winstead Юлия Снигирь
10733,The Alamo,John Lee Hancock,Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarría
9806,The Incredibles,Brad Bird,Craig T. Nelson Holly Hunter Samuel L. Jackson Jason Lee Dominique Louis
1408,Cutthroat Island,Renny Harlin,Geena Davis Matthew Modine Frank Langella Maury Chaykin Patrick Malahide
32657,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,Logan Lerman Brandon T. Jackson Alexandra Daddario Jake Abel Sean Bean
607,Men in Black,Barry Sonnenfeld,Tommy Lee Jones Will Smith Linda Fiorentino Vincent D'Onofrio Rip Torn
863,Toy Story 2,John Lasseter,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer Don Rickles
44048,Unstoppable,Tony Scott,Denzel Washington Chris Pine Rosario Dawson Ethan Suplee Kevin Corrigan
5175,Rush Hour 2,Brett Ratner,"Chris Tucker Jackie Chan Zhang Ziyi Roselyn Sánchez Ernie Reyes, Jr."
2655,What Lies Beneath,Robert Zemeckis,Harrison Ford Michelle Pfeiffer Diana Scarwid James Remar Miranda Otto
22794,Cloudy with a Chance of Meatballs,Phil Lord,Bill Hader Anna Faris James Caan Mr. T Benjamin Bratt
8355,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,Ray Romano John Leguizamo Denis Leary Queen Latifah Simon Pegg
116745,The Secret Life of Walter Mitty,Ben Stiller,Ben Stiller Kristen Wiig Patton Oswalt Shirley MacLaine Adam Scott
4327,Charlie's Angels,McG,Cameron Diaz Lucy Liu Drew Barrymore Bill Murray John Forsythe
1422,The Departed,Martin Scorsese,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg Martin Sheen
10674,Mulan,Tony Bancroft,Eddie Murphy Jackie Chan Ming-Na Wen Lea Salonga June Foray
7446,Tropic Thunder,Ben Stiller,Ben Stiller Jack Black Robert Downey Jr. Nick Nolte Steve Coogan
65754,The Girl with the Dragon Tattoo,David Fincher,Daniel Craig Rooney Mara Christopher Plummer Goran Visnjic Stellan Skarsgård
1572,Die Hard: With a Vengeance,John McTiernan,Bruce Willis Jeremy Irons Samuel L. Jackson Graham Greene Colleen Camp
10528,Sherlock Holmes,Guy Ritchie,Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie Marsan
271969,Ben-Hur,Timur Bekmambetov,Jack Huston Toby Kebbell Rodrigo Santoro Nazanin Boniadi Ayelet Zurer
10865,Atlantis: The Lost Empire,Gary Trousdale,Michael J. Fox Corey Burton Claudia Christian James Garner John Mahoney
258509,Alvin and the Chipmunks: The Road Chip,Walt Becker,Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartney
2253,Valkyrie,Bryan Singer,Tom Cruise Carice van Houten Kenneth Branagh Bill Nighy Terence Stamp
10661,You Don't Mess with the Zohan,Dennis Dugan,Adam Sandler John Turturro Emmanuelle Chriqui Nick Swardson Lainie Kazan
257344,Pixels,Chris Columbus,Adam Sandler Michelle Monaghan Peter Dinklage Josh Gad Kevin James
644,A.I. Artificial Intelligence,Steven Spielberg,Haley Joel Osment Frances O'Connor Sam Robards Jake Thomas Jude Law
10756,The Haunted Mansion,Rob Minkoff,Eddie Murphy Terence Stamp Nathaniel Parker Marsha Thomason Jennifer Tilly
686,Contact,Robert Zemeckis,Jodie Foster Matthew McConaughey James Woods John Hurt Tom Skerritt
9383,Hollow Man,Paul Verhoeven,Kevin Bacon Elisabeth Shue Josh Brolin Kim Dickens Rhona Mitra
179,The Interpreter,Sydney Pollack,Nicole Kidman Sean Penn Catherine Keener Jesper Christensen Yvan Attal
76285,Percy Jackson: Sea of Monsters,Thor Freudenthal,Logan Lerman Alexandra Daddario Douglas Smith Leven Rambin Brandon T. Jackson
1996,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,Angelina Jolie Gerard Butler Noah Taylor Djimon Hounsou Til Schweiger
291805,Now You See Me 2,Jon M. Chu,Jesse Eisenberg Woody Harrelson Mark Ruffalo Dave Franco Morgan Freeman
10003,The Saint,Phillip Noyce,Val Kilmer Elisabeth Shue Rade Serbedzija Henry Goodman Alun Armstrong
1535,Spy Game,Tony Scott,Robert Redford Brad Pitt Catherine McCormack Stephen Dillane Larry Bryggman
2067,Mission to Mars,Brian De Palma,Gary Sinise Tim Robbins Don Cheadle Connie Nielsen Jerry O'Connell
46195,Rio,Carlos Saldanha,Jesse Eisenberg Anne Hathaway Leslie Mann Jane Lynch Will.i.am
2277,Bicentennial Man,Chris Columbus,Robin Williams Sam Neill Embeth Davidtz Oliver Platt Kiersten Warren
10357,Volcano,Mick Jackson,Tommy Lee Jones Anne Heche Gaby Hoffmann Don Cheadle Joshua Fardon
4477,The Devil's Own,Alan J. Pakula,Harrison Ford Brad Pitt Margaret Colin Rubén Blades Treat Williams
8665,K-19: The Widowmaker,Kathryn Bigelow,Harrison Ford Liam Neeson Peter Sarsgaard Joss Ackland John Shrapnel
9387,Conan the Barbarian,John Milius,Arnold Schwarzenegger James Earl Jones Max von Sydow Sandahl Bergman Cassandra Gava
921,Cinderella Man,Ron Howard,Russell Crowe Renée Zellweger Paul Giamatti Craig Bierko Paddy Considine
49852,The Nutcracker: The Untold Story,Andrei Konchalovsky,Elle Fanning Nathan Lane John Turturro Frances de la Tour Charlie Rowe
4464,Seabiscuit,Gary Ross,Jeff Bridges David McCullough Chris Cooper Tobey Maguire Elizabeth Banks
664,Twister,Jan de Bont,Helen Hunt Bill Paxton Cary Elwes Jami Gertz Philip Seymour Hoffman
8358,Cast Away,Robert Zemeckis,Tom Hanks Helen Hunt Chris Noth Paul Sanchez Lari White
9836,Happy Feet,George Miller,Elijah Wood Robin Williams Brittany Murphy Hugh Jackman Nicole Kidman
2502,The Bourne Supremacy,Paul Greengrass,Matt Damon Franka Potente Brian Cox Julia Stiles Karl Urban
9772,Air Force One,Wolfgang Petersen,Harrison Ford Gary Oldman Glenn Close Wendy Crewson William H. Macy
161,Ocean's Eleven,Steven Soderbergh,George Clooney Brad Pitt Matt Damon Andy García Julia Roberts
52451,The Three Musketeers,Paul W.S. Anderson,Milla Jovovich Orlando Bloom Logan Lerman Ray Stevenson Matthew Macfadyen
76492,Hotel Transylvania,Genndy Tartakovsky,Adam Sandler Steve Buscemi David Spade Kevin James Selena Gomez
4523,Enchanted,Kevin Lima,Amy Adams Patrick Dempsey James Marsden Timothy Spall Rachel Covey
59961,Safe House,Daniel Espinosa,Denzel Washington Ryan Reynolds Vera Farmiga Joel Kinnaman Brendan Gleeson
10481,102 Dalmatians,Kevin Lima,Glenn Close Ioan Gruffudd Alice Evans Tim McInnerny Gérard Depardieu
59108,Tower Heist,Brett Ratner,Ben Stiller Eddie Murphy Casey Affleck Alan Alda Matthew Broderick
1581,The Holiday,Nancy Meyers,Cameron Diaz Kate Winslet Jude Law Jack Black Eli Wallach
9798,Enemy of the State,Tony Scott,Will Smith Gene Hackman Jon Voight Regina King Ian Hart
22897,It's Complicated,Nancy Meyers,Meryl Streep Alec Baldwin Steve Martin John Krasinski Lake Bell
298,Ocean's Thirteen,Steven Soderbergh,George Clooney Brad Pitt Matt Damon Al Pacino Bernie Mac
7484,Open Season,Jill Culton,Martin Lawrence Ashton Kutcher Gary Sinise Debra Messing Billy Connolly
157350,Divergent,Neil Burger,Shailene Woodley Theo James Kate Winslet Miles Teller Ray Stevenson
853,Enemy at the Gates,Jean-Jacques Annaud,Jude Law Rachel Weisz Ed Harris Joseph Fiennes Bob Hoskins
10159,The Rundown,Peter Berg,"Dwayne Johnson Seann William Scott Rosario Dawson Christopher Walken Ernie Reyes, Jr."
9593,Last Action Hero,John McTiernan,Arnold Schwarzenegger F. Murray Abraham Art Carney Charles Dance Frank McRae
1904,Memoirs of a Geisha,Rob Marshall,Zhang Ziyi Gong Li Youki Kudoh Tsai Chin Suzuka Ohgo
9615,The Fast and the Furious: Tokyo Drift,Justin Lin,Lucas Black Nathalie Kelley Sung Kang Shad Moss Brian Tee
51052,Arthur Christmas,Barry Cook,James McAvoy Hugh Laurie Bill Nighy Jim Broadbent Imelda Staunton
297,Meet Joe Black,Martin Brest,Brad Pitt Anthony Hopkins Claire Forlani Jeffrey Tambor Marcia Gay Harden
9884,Collateral Damage,Andrew Davis,Arnold Schwarzenegger Francesca Neri Elias Koteas Cliff Curtis John Turturro
16858,All That Jazz,Bob Fosse,Roy Scheider Jessica Lange Leland Palmer Ann Reinking Ben Vereen
62764,Mirror Mirror,Tarsem Singh,Julia Roberts Lily Collins Armie Hammer Nathan Lane Martin Klebba
22538,Scott Pilgrim vs. the World,Edgar Wright,Michael Cera Mary Elizabeth Winstead Kieran Culkin Chris Evans Anna Kendrick
9341,The Core,Jon Amiel,Aaron Eckhart Hilary Swank Delroy Lindo Stanley Tucci Tchéky Karyo
